customer_id,recency,frequency,profit,r,f,m,rfm_score,customer_profile,address,postcode,state,country,property_valuation,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
184,32.0,3,2181.35,3,1,2,312,Gold,50 Meadow Ridge Way,2880,NSW,Australia,1,Male,40,1971-12-13,Manufacturing,High Net Worth,Yes,7.0,51.78711755775342,50-64
185,8.0,7,3547.6800000000003,4,3,3,433,Platinum,3567 Northfield Lane,2430,NSW,Australia,5,Male,80,1979-12-13,Property,Mass Customer,Yes,13.0,43.786953283333006,35-49
186,23.0,6,2166.17,3,2,2,322,Gold,0059 Brentwood Road,4560,QLD,Australia,7,Female,46,1974-05-06,Financial Services,Mass Customer,No,3.0,49.391448926638475,50-64
188,15.0,6,2658.87,4,2,2,422,Platinum,4179 Carioca Terrace,2220,NSW,Australia,11,Female,54,1975-06-22,Property,High Net Worth,Yes,13.0,48.263431239759214,35-49
189,3.0,5,5329.98,4,2,4,424,Platinum,59265 Sullivan Junction,3031,VIC,Australia,4,Male,73,1981-07-19,Financial Services,Affluent Customer,No,10.0,42.18801559125171,35-49
190,29.0,4,704.2800000000002,3,1,1,311,Silver,7 Warbler Point,2250,NSW,Australia,9,Female,42,1979-02-04,Health,Affluent Customer,No,10.0,44.64118026951342,35-49
192,79.0,4,1519.4700000000003,2,1,1,211,Bronze,0 Bay Center,3196,VIC,Australia,6,Female,2,1978-11-19,Health,Mass Customer,Yes,8.0,44.85199910905153,35-49
193,24.0,5,2551.5,3,2,2,322,Gold,10878 Waywood Way,4352,QLD,Australia,7,Male,13,1964-07-22,Manufacturing,Mass Customer,Yes,12.0,59.179466476622395,50-64
194,108.0,3,2608.28,1,1,2,112,Bronze,362 Mayer Terrace,4680,QLD,Australia,5,Female,4,1974-11-16,Financial Services,Affluent Customer,No,10.0,48.860294967282705,35-49
195,0.0,7,9633.41,4,3,4,434,Platinum,43 Upham Crossing,3143,VIC,Australia,9,Female,34,1958-11-14,Manufacturing,Mass Customer,No,6.0,64.86609933013752,65-79
196,146.0,8,3737.9999999999995,1,4,3,143,Bronze,0 Superior Drive,2747,NSW,Australia,8,Male,90,1966-02-22,Manufacturing,High Net Worth,No,6.0,57.591480412569055,50-64
198,58.0,9,6631.87,2,4,4,244,Silver,5484 Hagan Crossing,3021,VIC,Australia,7,Female,82,1981-11-29,Entertainment,Mass Customer,No,16.0,41.82387395932224,35-49
199,15.0,4,2650.53,4,1,2,412,Platinum,7451 Jana Lane,2138,NSW,Australia,8,Female,61,1978-02-13,Health,Mass Customer,Yes,21.0,45.615875164001324,35-49
200,7.0,9,7283.86,4,4,4,444,Platinum,7 Havey Point,4005,QLD,Australia,2,Male,7,1957-02-04,Property,Affluent Customer,Yes,19.0,66.64026307066608,65-79
201,28.0,8,4369.02,3,4,4,344,Gold,32 Steensland Plaza,2233,NSW,Australia,9,Male,45,1966-04-20,Manufacturing,Mass Customer,Yes,11.0,57.43541971317071,50-64
202,18.0,3,1295.91,3,1,1,311,Silver,107 Elmside Parkway,4811,QLD,Australia,5,Female,38,1963-06-24,Entertainment,Affluent Customer,Yes,16.0,60.258201837375864,50-64
203,11.0,5,1481.1200000000001,4,2,1,421,Platinum,2 Gina Junction,2085,NSW,Australia,11,Male,71,1964-01-13,Argiculture,Mass Customer,Yes,11.0,59.7024067149572,50-64
204,27.0,8,6287.29,3,4,4,344,Gold,4 Londonderry Lane,3084,VIC,Australia,10,Male,56,1976-10-01,Financial Services,Mass Customer,No,5.0,46.98482866749558,35-49
205,52.0,9,2008.2699999999998,2,4,2,242,Silver,39716 Vera Junction,3170,VIC,Australia,9,Male,18,1958-12-01,Financial Services,Mass Customer,Yes,6.0,64.81955491101871,65-79
208,27.0,5,3342.02,3,2,3,323,Gold,056 Stone Corner Alley,4078,QLD,Australia,7,Male,57,1994-10-31,Property,High Net Worth,No,5.0,28.903690793343475,20-34
210,22.0,6,2957.03,3,2,3,323,Gold,19969 5th Parkway,3152,VIC,Australia,9,Male,50,1963-11-18,Property,Mass Customer,No,18.0,59.855729507348556,50-64
211,39.0,9,4090.05,3,4,3,343,Gold,78 Rockefeller Park,2159,NSW,Australia,10,Female,6,1974-03-04,Manufacturing,Mass Customer,Yes,5.0,49.56393706807875,50-64
212,187.0,2,1790.41,1,1,1,111,Bronze,417 Transport Trail,4503,QLD,Australia,4,Female,21,2001-11-19,IT,Affluent Customer,No,1.0,21.85084234334108,20-34
213,28.0,11,8544.5,3,4,4,344,Gold,6327 Lunder Crossing,4655,QLD,Australia,4,Male,13,1996-05-14,Financial Services,High Net Worth,Yes,6.0,27.367724962422923,20-34
214,56.0,6,2498.8399999999997,2,2,2,222,Silver,811 Tony Road,4220,QLD,Australia,9,Male,82,1957-11-29,Health,Mass Customer,No,6.0,65.8243667825835,65-79
215,3.0,8,3889.3900000000003,4,4,3,443,Platinum,0 Northport Court,4012,QLD,Australia,3,Female,37,1974-06-24,Retail,High Net Worth,Yes,18.0,49.257291483296044,50-64
216,16.0,5,2152.05,4,2,2,422,Platinum,231 Havey Court,2153,NSW,Australia,10,Female,12,1995-01-12,Financial Services,High Net Worth,Yes,7.0,28.703823581833312,20-34
217,4.0,8,2335.6900000000005,4,4,2,442,Platinum,603 Kenwood Avenue,2070,NSW,Australia,11,Female,63,1979-12-09,Manufacturing,High Net Worth,No,16.0,43.79790491136096,35-49
218,14.0,5,1476.17,4,2,1,421,Platinum,09040 Myrtle Parkway,2015,NSW,Australia,8,Female,37,1993-08-06,Property,High Net Worth,Yes,8.0,30.13848685349529,20-34
219,40.0,7,1688.33,3,3,1,331,Gold,05241 Shelley Park,2776,NSW,Australia,8,Male,9,1964-11-25,Health,Mass Customer,No,7.0,58.83449019374184,50-64
220,15.0,6,4304.11,4,2,4,424,Platinum,7 Pankratz Point,3011,VIC,Australia,8,Female,79,1954-05-10,Manufacturing,High Net Worth,No,9.0,69.38090798466158,65-79
221,18.0,6,3865.6800000000003,3,2,3,323,Gold,51 Crescent Oaks Parkway,2761,NSW,Australia,8,Female,14,1980-03-10,Manufacturing,Mass Customer,No,14.0,43.54601746671801,35-49
222,20.0,2,1428.06,3,1,1,311,Silver,49 Emmet Junction,2015,NSW,Australia,11,Male,89,1978-09-03,Health,Mass Customer,No,16.0,45.06281794858965,35-49
224,1.0,6,3692.09,4,2,3,423,Platinum,6236 Summerview Terrace,2110,NSW,Australia,12,Male,2,1967-12-03,Financial Services,Affluent Customer,No,17.0,55.81457876503352,50-64
225,37.0,3,1587.5500000000002,3,1,1,311,Silver,682 Sheridan Avenue,2566,NSW,Australia,9,Female,84,1977-03-11,Health,Affluent Customer,No,13.0,46.54402563937043,35-49
226,116.0,2,1173.8600000000001,1,1,1,111,Bronze,04139 Delladonna Place,2519,NSW,Australia,7,Male,96,1977-11-11,Manufacturing,Mass Customer,No,20.0,45.87323842265825,35-49
227,26.0,5,3906.03,3,2,3,323,Gold,2 Scott Circle,2506,NSW,Australia,9,Male,99,1973-08-14,Entertainment,Mass Customer,No,18.0,50.116994283490435,50-64
228,77.0,5,3719.75,2,2,3,223,Silver,92253 Kensington Drive,2209,NSW,Australia,7,Female,59,1986-05-25,Manufacturing,High Net Worth,No,12.0,37.33918228187507,35-49
229,60.0,5,1811.84,2,2,1,221,Silver,93 Westend Terrace,2116,NSW,Australia,10,Male,30,1966-03-06,Property,High Net Worth,No,19.0,57.558625528485194,50-64
230,36.0,11,5319.63,3,4,4,344,Gold,4 5th Point,2075,NSW,Australia,11,Female,74,1954-06-24,Property,High Net Worth,No,11.0,69.25770216934708,65-79
231,45.0,4,2344.5200000000004,2,1,2,212,Silver,11667 Blackbird Street,2226,NSW,Australia,10,Male,48,1995-08-05,Financial Services,Mass Customer,Yes,3.0,28.14255264540067,20-34
232,141.0,6,3157.59,1,2,3,123,Bronze,0 Sommers Circle,2145,NSW,Australia,9,Female,94,1987-11-11,Retail,Mass Customer,No,12.0,35.874402033136214,35-49
233,17.0,6,2187.09,4,2,2,422,Platinum,2 Northridge Street,2508,NSW,Australia,10,Male,34,1986-08-08,Property,Mass Customer,No,13.0,37.13383925635093,35-49
234,11.0,10,5763.129999999999,4,4,4,444,Platinum,816 Spohn Center,2036,NSW,Australia,10,Female,71,1969-08-12,Retail,High Net Worth,No,12.0,54.12255223471462,50-64
235,2.0,11,4685.82,4,4,4,444,Platinum,98 Service Court,2018,NSW,Australia,8,Female,30,1976-12-26,Health,Mass Customer,No,15.0,46.74936866489457,35-49
236,6.0,4,2434.64,4,1,2,412,Platinum,6 Morning Park,3666,VIC,Australia,2,Male,79,1954-10-30,Health,Affluent Customer,No,14.0,68.90725007245256,65-79
237,26.0,8,3635.04,3,4,3,343,Gold,4263 Hanson Place,2021,NSW,Australia,11,Male,18,1974-03-07,Property,High Net Worth,Yes,11.0,49.555723347057786,50-64
239,1.0,9,5928.23,4,4,4,444,Platinum,95 Eliot Street,4514,QLD,Australia,3,Male,62,1992-12-13,Health,Affluent Customer,No,3.0,30.78463290714458,20-34
240,88.0,6,2338.2099999999996,1,2,2,122,Bronze,0 Westend Park,2525,NSW,Australia,9,Male,49,1989-07-28,IT,High Net Worth,Yes,15.0,34.1632101537684,35-49
241,47.0,4,1922.82,2,1,2,212,Silver,39988 Porter Pass,4152,QLD,Australia,7,Male,94,1987-05-09,Entertainment,Mass Customer,No,20.0,36.383652736436076,35-49
242,131.0,7,2558.7,1,3,2,132,Bronze,0796 Melody Park,2200,NSW,Australia,9,Male,17,1992-03-20,Property,Affluent Customer,No,8.0,31.518391985017498,20-34
243,74.0,6,2193.55,2,2,2,222,Silver,2914 Vahlen Lane,2250,NSW,Australia,8,Female,94,1976-09-02,Manufacturing,High Net Worth,Yes,14.0,47.06422797069825,35-49
244,194.0,4,3269.2,1,1,3,113,Bronze,65 Kinsman Trail,3023,VIC,Australia,6,Male,57,1974-11-25,Retail,Affluent Customer,No,8.0,48.83565380421981,35-49
245,12.0,5,2213.0199999999995,4,2,2,422,Platinum,07227 Hoard Terrace,3500,VIC,Australia,1,Female,6,2001-09-26,Financial Services,Affluent Customer,No,1.0,21.99868932171846,20-34
246,27.0,9,3174.16,3,4,3,343,Gold,25503 Evergreen Drive,4300,QLD,Australia,5,Female,63,1991-02-28,Manufacturing,High Net Worth,No,9.0,32.575224089715064,20-34
247,112.0,7,4913.16,1,3,4,134,Bronze,2 2nd Plaza,2283,NSW,Australia,4,Female,62,1983-05-06,Financial Services,High Net Worth,Yes,13.0,40.391948594667255,35-49
248,134.0,7,3193.3199999999997,1,3,3,133,Bronze,122 Melrose Drive,2102,NSW,Australia,10,Female,76,1978-04-15,Health,Affluent Customer,Yes,12.0,45.448862836575024,35-49
249,47.0,9,2236.1299999999997,2,4,2,242,Silver,37024 Anniversary Place,2204,NSW,Australia,11,Male,65,1992-09-13,IT,High Net Worth,No,9.0,31.033782444780535,20-34
250,31.0,7,4019.05,3,3,3,333,Gold,91141 Huxley Parkway,2040,NSW,Australia,10,Male,53,1988-04-15,Health,Mass Customer,Yes,13.0,35.44728854004601,35-49
251,38.0,4,1210.0,3,1,1,311,Silver,04 Fallview Trail,2749,NSW,Australia,8,Female,88,1977-12-24,Financial Services,Affluent Customer,Yes,10.0,45.75550842135774,35-49
252,62.0,5,2597.64,2,2,2,222,Silver,8029 Gulseth Center,2304,NSW,Australia,7,Female,39,1983-01-24,Property,Mass Customer,Yes,13.0,40.67121510938008,35-49
253,17.0,5,1191.29,4,2,1,421,Platinum,77248 Columbus Drive,2340,NSW,Australia,7,Female,82,1997-05-11,Health,Mass Customer,Yes,1.0,26.37660262589308,20-34
254,41.0,7,6780.95,3,3,4,334,Gold,0850 Schmedeman Drive,3580,VIC,Australia,1,Female,98,1961-09-22,Retail,Mass Customer,No,14.0,62.01046232184851,50-64
255,57.0,12,6813.82,2,4,4,244,Silver,131 Northfield Parkway,3355,VIC,Australia,2,Female,2,1954-01-15,IT,Mass Customer,No,5.0,69.69576729046526,65-79
256,0.0,5,1728.6599999999999,4,2,1,421,Platinum,5130 Manley Court,2287,NSW,Australia,7,Female,16,1975-05-07,Health,High Net Worth,Yes,21.0,48.38937496208068,35-49
257,92.0,5,3650.53,1,2,3,123,Bronze,879 Coolidge Point,2324,NSW,Australia,5,Female,70,1966-02-08,Manufacturing,Affluent Customer,Yes,19.0,57.6298111106669,50-64
258,18.0,5,1642.58,3,2,1,321,Gold,6759 Nevada Point,2323,NSW,Australia,6,Female,24,1992-05-03,Manufacturing,High Net Worth,No,9.0,31.397924076710005,20-34
259,27.0,4,2124.65,3,1,2,312,Gold,8208 Parkside Point,2320,NSW,Australia,6,Female,70,1983-07-22,Health,High Net Worth,Yes,3.0,40.181129755129135,35-49
260,8.0,9,3381.41,4,4,3,443,Platinum,15 Straubel Way,4680,QLD,Australia,2,Female,47,1979-08-30,Health,High Net Worth,Yes,22.0,44.074433519066794,35-49
262,10.0,5,2117.8599999999997,4,2,2,422,Platinum,42067 Duke Terrace,2031,NSW,Australia,10,Male,97,1977-12-23,Health,High Net Worth,Yes,10.0,45.75824632836473,35-49
263,46.0,7,3476.94,2,3,3,233,Silver,50 Everett Way,2064,NSW,Australia,9,Female,89,1985-11-19,Health,High Net Worth,No,7.0,37.85117089218192,35-49
264,48.0,5,1025.2999999999997,2,2,1,221,Silver,454 Green Ridge Avenue,2176,NSW,Australia,10,Male,31,1977-12-07,Health,Mass Customer,No,11.0,45.80205284047654,35-49
265,79.0,4,2692.9100000000003,2,1,2,212,Silver,19220 Evergreen Crossing,3195,VIC,Australia,9,Male,74,1965-10-05,Retail,High Net Worth,Yes,18.0,57.97478739354745,50-64
266,32.0,4,1742.83,3,1,1,311,Silver,109 Tomscot Avenue,2010,NSW,Australia,10,Female,69,1989-07-19,Retail,Affluent Customer,No,18.0,34.18785131683129,35-49
268,69.0,4,2713.19,2,1,2,212,Silver,92 Lyons Place,2752,NSW,Australia,9,Female,60,1978-10-18,Manufacturing,Mass Customer,No,10.0,44.93961213327516,35-49
269,168.0,5,1668.85,1,2,1,121,Bronze,47 Jana Junction,3802,VIC,Australia,7,Male,55,1954-09-19,Property,Mass Customer,Yes,9.0,69.0195042597391,65-79
271,202.0,2,1026.2700000000002,1,1,1,111,Bronze,6262 Elgar Avenue,4735,QLD,Australia,2,Female,51,1991-02-13,Financial Services,Mass Customer,No,4.0,32.61629269481989,20-34
272,91.0,7,3842.0699999999997,1,3,3,133,Bronze,5668 Corscot Circle,2065,NSW,Australia,12,Female,22,1987-06-06,Retail,Mass Customer,Yes,1.0,36.3069913402404,35-49
274,149.0,4,790.0600000000001,1,1,1,111,Bronze,32062 Oak Terrace,3205,VIC,Australia,8,Female,66,1976-09-15,Health,Mass Customer,Yes,14.0,47.0286351796074,35-49
275,132.0,7,4141.68,1,3,3,133,Bronze,07158 Roth Pass,2165,NSW,Australia,4,Male,7,1955-07-27,Health,High Net Worth,No,13.0,68.16801518056566,65-79
276,3.0,6,1107.9499999999998,4,2,1,421,Platinum,370 Portage Parkway,3125,VIC,Australia,8,Female,47,1990-03-25,Financial Services,Mass Customer,No,22.0,33.506112472091154,20-34
279,14.0,6,2455.93,4,2,2,422,Platinum,34 Kim Center,2036,NSW,Australia,11,Female,0,1981-09-09,Manufacturing,Mass Customer,No,11.0,42.04564442688831,35-49
281,9.0,4,2233.67,4,1,2,412,Platinum,36 Vidon Parkway,2798,NSW,Australia,6,Female,51,1972-12-27,Financial Services,High Net Worth,Yes,8.0,50.74671289509779,50-64
282,69.0,2,624.15,2,1,1,211,Bronze,8 Riverside Place,4211,QLD,Australia,5,Male,82,1989-10-27,Argiculture,High Net Worth,Yes,11.0,33.914060616132446,20-34
283,91.0,6,4926.57,1,2,4,124,Bronze,28604 Bellgrove Circle,4508,QLD,Australia,6,Female,34,1991-02-04,Retail,Mass Customer,No,2.0,32.640933857882786,20-34
284,133.0,5,3251.4199999999996,1,2,3,123,Bronze,2 Cottonwood Road,2032,NSW,Australia,11,Male,38,1986-04-11,Financial Services,High Net Worth,Yes,9.0,37.45965019018256,35-49
285,7.0,6,2626.74,4,2,2,422,Platinum,58 Parkside Hill,2117,NSW,Australia,12,Female,3,1977-11-19,Manufacturing,Mass Customer,No,12.0,45.85133516660234,35-49
286,137.0,4,1954.7,1,1,2,112,Bronze,747 Thackeray Circle,4551,QLD,Australia,7,Male,99,1989-08-01,Manufacturing,Affluent Customer,Yes,11.0,34.15225852574044,35-49
287,138.0,1,1408.91,1,1,1,111,Bronze,5583 Prairie Rose Trail,2765,NSW,Australia,8,Female,41,1985-05-06,Manufacturing,Affluent Customer,No,4.0,38.390538572558654,35-49
288,44.0,4,1808.7299999999996,3,1,1,311,Silver,071 Cardinal Point,3064,VIC,Australia,7,Male,71,1985-09-08,Manufacturing,High Net Worth,No,9.0,38.04830019668509,35-49
289,44.0,10,3924.11,3,4,3,343,Gold,7169 North Lane,2023,NSW,Australia,9,Female,43,1970-04-12,Health,High Net Worth,No,10.0,53.45724083201641,50-64
291,40.0,2,605.01,3,1,1,311,Silver,8207 Cascade Court,3810,VIC,Australia,5,Female,63,1971-10-22,Entertainment,Mass Customer,No,4.0,51.92948872211682,50-64
293,10.0,5,1991.9300000000003,4,2,2,422,Platinum,00 5th Lane,2830,NSW,Australia,2,Male,80,1989-12-10,Manufacturing,Mass Customer,Yes,20.0,33.79359270782495,20-34
296,8.0,3,2515.29,4,1,2,412,Platinum,29886 Crownhardt Crossing,2141,NSW,Australia,8,Male,34,1972-06-19,Health,High Net Worth,Yes,17.0,51.26965313343259,50-64
297,8.0,4,3599.1800000000003,4,1,3,413,Platinum,1 Drewry Junction,3810,VIC,Australia,7,Female,33,1959-04-27,Manufacturing,High Net Worth,No,16.0,64.4170825809914,65-79
298,8.0,11,5285.59,4,4,4,444,Platinum,83 Brickson Park Drive,3029,VIC,Australia,8,Male,69,1956-08-15,Manufacturing,High Net Worth,No,9.0,67.11392098287509,65-79
299,92.0,7,6897.920000000001,1,3,4,134,Bronze,95 Almo Junction,2173,NSW,Australia,9,Female,80,1956-09-15,Financial Services,Mass Customer,Yes,7.0,67.02904586565845,65-79
300,156.0,5,3475.9,1,2,3,123,Bronze,08 Golf View Plaza,3199,VIC,Australia,9,Male,88,1956-06-22,Health,Mass Customer,No,9.0,67.26176796125246,65-79
301,93.0,2,89.71000000000001,1,1,1,111,Bronze,6170 Buena Vista Way,2320,NSW,Australia,7,Female,54,1980-10-10,Manufacturing,High Net Worth,No,19.0,42.960105367222475,35-49
302,276.0,2,255.41000000000014,1,1,1,111,Bronze,0 Orin Place,4506,QLD,Australia,7,Female,32,1977-03-27,Health,Mass Customer,No,13.0,46.50021912725861,35-49
303,43.0,3,3247.08,3,1,3,313,Gold,20924 Banding Crossing,2516,NSW,Australia,9,Female,59,1974-08-15,Argiculture,Mass Customer,Yes,14.0,49.11492031893264,50-64
304,80.0,9,2785.0400000000004,2,4,2,242,Silver,91193 Petterle Road,2035,NSW,Australia,11,Male,36,1969-03-27,Manufacturing,Mass Customer,Yes,15.0,54.50038340167903,50-64
305,33.0,7,2700.8799999999997,3,3,2,332,Gold,01459 Fremont Place,2747,NSW,Australia,4,Female,1,1974-03-17,Financial Services,Mass Customer,No,11.0,49.5283442769879,50-64
306,123.0,2,239.35000000000002,1,1,1,111,Bronze,58 Spenser Circle,3030,VIC,Australia,3,Male,19,1973-08-02,Health,High Net Worth,No,18.0,50.149849167574295,50-64
307,15.0,9,3660.95,4,4,3,443,Platinum,93 Lawn Park,3152,VIC,Australia,9,Male,55,1984-08-18,Health,Affluent Customer,Yes,12.0,39.10513230138265,35-49
308,25.0,6,4086.21,3,2,3,323,Gold,5982 Mosinee Avenue,3340,VIC,Australia,5,Male,2,1983-03-09,IT,High Net Worth,No,4.0,40.55074720107259,35-49
309,9.0,4,2208.58,4,1,2,412,Platinum,37006 Hoard Circle,3182,VIC,Australia,7,Female,53,1974-10-02,Health,Mass Customer,Yes,21.0,48.98350078259719,35-49
310,8.0,7,4744.19,4,3,4,434,Platinum,06 Corry Pass,2450,NSW,Australia,9,Female,0,1985-02-13,Financial Services,Mass Customer,Yes,18.0,38.61504694713171,35-49
311,61.0,6,4054.4800000000005,2,2,3,223,Silver,099 Nova Plaza,2227,NSW,Australia,10,Female,86,1957-08-16,Health,High Net Worth,No,12.0,66.11184701831729,65-79
312,13.0,6,5001.71,4,2,4,424,Platinum,252 Mockingbird Plaza,2216,NSW,Australia,10,Male,44,1958-03-17,Financial Services,Affluent Customer,Yes,6.0,65.52867282582874,65-79
313,17.0,6,3186.6300000000006,4,2,3,423,Platinum,990 Kensington Park,3796,VIC,Australia,8,Male,70,1987-12-22,Manufacturing,Mass Customer,Yes,13.0,35.76214784584969,35-49
314,20.0,8,3200.15,3,4,3,343,Gold,706 Anniversary Alley,3064,VIC,Australia,3,Female,27,1962-08-25,Retail,High Net Worth,Yes,5.0,61.08778766049338,50-64
315,27.0,9,2200.11,3,4,2,342,Gold,52 Corben Place,3197,VIC,Australia,10,Female,67,1958-04-16,Manufacturing,Affluent Customer,No,12.0,65.44653561561908,65-79
316,11.0,4,2158.71,4,1,2,412,Platinum,4270 Loeprich Lane,3064,VIC,Australia,7,Female,72,1976-06-01,Manufacturing,Mass Customer,Yes,10.0,47.318853322348176,35-49
317,51.0,5,3537.3900000000003,2,2,3,223,Silver,2 Clyde Gallagher Drive,2232,NSW,Australia,10,Female,26,1974-02-10,Entertainment,Mass Customer,Yes,14.0,49.6241710222325,50-64
318,9.0,7,3632.1800000000003,4,3,3,433,Platinum,671 American Ash Way,2365,NSW,Australia,2,Female,21,1969-05-19,Retail,Affluent Customer,Yes,18.0,54.35527433030864,50-64
319,71.0,5,3955.91,2,2,3,223,Silver,93 American Ash Avenue,2747,NSW,Australia,8,Female,32,1971-10-11,Retail,Mass Customer,Yes,14.0,51.959605699193695,50-64
320,12.0,10,7204.66,4,4,4,444,Platinum,1108 Nevada Junction,4701,QLD,Australia,2,Male,19,1997-02-09,Health,Mass Customer,No,4.0,26.625752163529036,20-34
322,1.0,12,10341.57,4,4,4,444,Platinum,5 Schurz Place,4350,QLD,Australia,6,Female,19,1977-03-10,Financial Services,Mass Customer,Yes,11.0,46.54676354637742,35-49
323,35.0,6,2020.73,3,2,2,322,Gold,82 8th Alley,4210,QLD,Australia,9,Female,54,1973-06-04,Health,Mass Customer,Yes,7.0,50.31138568098662,50-64
324,21.0,5,1779.6999999999998,3,2,1,321,Gold,84 Lawn Way,2223,NSW,Australia,9,Male,97,1986-08-05,IT,Mass Customer,Yes,15.0,37.1420529773719,35-49
325,133.0,7,4465.08,1,3,4,134,Bronze,0 Coolidge Avenue,4122,QLD,Australia,8,Female,98,1971-09-26,Financial Services,Affluent Customer,Yes,17.0,52.00067430429853,50-64
326,161.0,3,1201.2499999999998,1,1,1,111,Bronze,0 Graceland Plaza,2515,NSW,Australia,10,Female,74,1980-02-16,Financial Services,Mass Customer,No,6.0,43.608989327878746,35-49
327,16.0,5,3498.63,4,2,3,423,Platinum,8717 Mandrake Place,4214,QLD,Australia,8,Female,10,1968-07-24,Health,Mass Customer,No,12.0,55.173908525398204,50-64
328,4.0,8,2357.8,4,4,2,442,Platinum,2 Thierer Lane,3437,VIC,Australia,8,Female,87,1991-04-11,Manufacturing,Mass Customer,No,12.0,32.460231995421545,20-34
329,34.0,6,3618.01,3,2,3,323,Gold,19507 Red Cloud Park,3338,VIC,Australia,4,Male,25,1984-11-20,Entertainment,High Net Worth,Yes,12.0,38.84776904272574,35-49
330,107.0,6,5296.799999999999,1,2,4,124,Bronze,3 Golf Course Avenue,2203,NSW,Australia,9,Male,78,1959-06-03,Manufacturing,High Net Worth,Yes,7.0,64.31578002173283,65-79
331,82.0,7,4404.67,2,3,4,234,Silver,042 Bunker Hill Avenue,2088,NSW,Australia,8,Male,87,1998-09-23,Health,Mass Customer,Yes,3.0,25.007649122398828,20-34
332,263.0,2,239.35000000000002,1,1,1,111,Bronze,45793 Nancy Plaza,4226,QLD,Australia,8,Female,23,1978-08-19,Health,High Net Worth,No,14.0,45.10388655369447,35-49
333,22.0,7,3320.1000000000004,3,3,3,333,Gold,314 Northland Plaza,4213,QLD,Australia,5,Female,25,1965-06-20,Financial Services,Affluent Customer,Yes,8.0,58.26774344329522,50-64
334,56.0,6,2127.59,2,2,2,222,Silver,3093 Mockingbird Place,3356,VIC,Australia,2,Female,71,1999-05-20,Financial Services,Affluent Customer,Yes,3.0,24.353289347728577,20-34
336,82.0,5,2598.16,2,2,2,222,Silver,24044 Bonner Hill,3032,VIC,Australia,8,Female,91,1980-01-06,Manufacturing,High Net Worth,No,3.0,43.72124351516528,35-49
337,37.0,6,3388.8199999999997,3,2,3,323,Gold,1 Rowland Circle,3105,VIC,Australia,10,Female,67,1979-10-08,Argiculture,High Net Worth,Yes,12.0,43.96765514579425,35-49
338,10.0,7,2343.71,4,3,2,432,Platinum,7 Arapahoe Pass,3101,VIC,Australia,12,Female,33,1958-03-14,Health,Mass Customer,No,19.0,65.5368865468497,65-79
339,58.0,5,4327.24,2,2,4,224,Silver,7905 Spaight Alley,2763,NSW,Australia,8,Female,56,1980-01-11,Health,Mass Customer,No,12.0,43.707553980130335,35-49
